1.00000000e+02	5.00000000e+03	4.99500000e+06	0.00000000e+00	5.00000000e+03	4.99500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.00763753e+02	5.00000000e+03	4.99500000e+06	0.00000000e+00	5.00000000e+03	4.99500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.01533339e+02	3.90000000e+05	5.11000000e+06	0.00000000e+00	3.90000000e+05	5.11000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.02308803e+02	2.50000000e+05	5.25000000e+06	0.00000000e+00	2.50000000e+05	5.25000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.03090189e+02	1.75000000e+05	5.32500000e+06	0.00000000e+00	1.75000000e+05	5.32500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.03877544e+02	1.40000000e+05	5.36000000e+06	0.00000000e+00	1.40000000e+05	5.36000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.04670911e+02	9.50000000e+04	5.40500000e+06	0.00000000e+00	9.50000000e+04	5.40500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.05470339e+02	7.00000000e+04	5.43000000e+06	0.00000000e+00	7.00000000e+04	5.43000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.06275871e+02	4.50000000e+04	5.45500000e+06	0.00000000e+00	4.50000000e+04	5.45500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.07087556e+02	3.50000000e+04	5.46500000e+06	0.00000000e+00	3.50000000e+04	5.46500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.07905441e+02	2.00000000e+04	5.48000000e+06	0.00000000e+00	2.00000000e+04	5.48000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.08729572e+02	1.50000000e+04	5.48500000e+06	0.00000000e+00	1.50000000e+04	5.48500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.09559997e+02	1.00000000e+04	5.49000000e+06	0.00000000e+00	1.00000000e+04	5.49000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.10396765e+02	1.00000000e+04	5.49000000e+06	0.00000000e+00	1.00000000e+04	5.49000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.11239923e+02	4.65000000e+05	5.53500000e+06	0.00000000e+00	4.65000000e+05	5.53500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.12089521e+02	3.00000000e+05	5.70000000e+06	0.00000000e+00	3.00000000e+05	5.70000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.12945608e+02	2.00000000e+05	5.80000000e+06	0.00000000e+00	2.00000000e+05	5.80000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.13808234e+02	1.50000000e+05	5.85000000e+06	0.00000000e+00	1.50000000e+05	5.85000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.14677448e+02	1.10000000e+05	5.89000000e+06	0.00000000e+00	1.10000000e+05	5.89000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.15553300e+02	7.00000000e+04	5.93000000e+06	0.00000000e+00	7.00000000e+04	5.93000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.16435842e+02	5.00000000e+04	5.95000000e+06	0.00000000e+00	5.00000000e+04	5.95000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.17325124e+02	3.00000000e+04	5.97000000e+06	0.00000000e+00	3.00000000e+04	5.97000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.18221198e+02	2.00000000e+04	5.98000000e+06	0.00000000e+00	2.00000000e+04	5.98000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.19124116e+02	1.50000000e+04	5.98500000e+06	0.00000000e+00	1.50000000e+04	5.98500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.20033930e+02	1.50000000e+04	5.98500000e+06	0.00000000e+00	1.50000000e+04	5.98500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.20950692e+02	1.50000000e+04	5.98500000e+06	0.00000000e+00	1.50000000e+04	5.98500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.21874457e+02	3.15000000e+05	6.18500000e+06	0.00000000e+00	3.15000000e+05	6.18500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.22805276e+02	2.20000000e+05	6.28000000e+06	0.00000000e+00	2.20000000e+05	6.28000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.23743205e+02	1.15000000e+05	6.38500000e+06	0.00000000e+00	1.15000000e+05	6.38500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.24688298e+02	8.50000000e+04	6.41500000e+06	0.00000000e+00	8.50000000e+04	6.41500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.25640608e+02	6.00000000e+04	6.44000000e+06	0.00000000e+00	6.00000000e+04	6.44000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.26600192e+02	4.00000000e+04	6.46000000e+06	0.00000000e+00	4.00000000e+04	6.46000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.27567105e+02	2.50000000e+04	6.47500000e+06	0.00000000e+00	2.50000000e+04	6.47500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.28541402e+02	1.50000000e+04	6.48500000e+06	0.00000000e+00	1.50000000e+04	6.48500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.29523141e+02	1.00000000e+04	6.49000000e+06	0.00000000e+00	1.00000000e+04	6.49000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.30512378e+02	5.00000000e+03	6.49500000e+06	0.00000000e+00	5.00000000e+03	6.49500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.31509170e+02	3.95000000e+05	6.60500000e+06	0.00000000e+00	3.95000000e+05	6.60500000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.32513575e+02	2.50000000e+05	6.75000000e+06	0.00000000e+00	2.50000000e+05	6.75000000e+06	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
